experiment,bw_gbps,epsilon_abs,epsilon_norm,token_ref,object_id,object_type,n_tokens,p_reuse,q_star_offline,q_star_pred,offline_cost,predicted_cost
H5,0.5,51.888,0.008,6486,rag_011,rag,79,0.692923,sparse_k,sparse_k,6.08727,3.295528
H5,0.5,51.888,0.008,6486,session_014,session,91,0.575879,sparse_k,sparse_k,6.382906,3.613292
H5,0.5,51.888,0.008,6486,rag_046,rag,107,0.457654,sparse_k,sparse_k,6.906129,4.148926
H5,0.5,51.888,0.008,6486,prefix_000,prefix,82,0.58405,sparse_k,sparse_k,5.921405,3.368222
H5,0.5,51.888,0.008,6486,session_019,session,215,0.221585,sparse_k,int4,12.588303,9.160482
H5,0.5,51.888,0.008,6486,rag_025,rag,73,0.632115,sparse_k,sparse_k,5.585209,3.163634
H5,0.5,51.888,0.008,6486,rag_032,rag,64,0.720007,sparse_k,sparse_k,5.374112,2.999526
H5,0.5,51.888,0.008,6486,rag_040,rag,75,0.593958,sparse_k,sparse_k,5.577006,3.205599
H5,0.5,51.888,0.008,6486,rag_003,rag,90,0.487431,sparse_k,sparse_k,6.063283,3.584063
H5,0.5,51.888,0.008,6486,rag_010,rag,95,0.454946,sparse_k,sparse_k,6.237915,3.735206
H5,0.5,51.888,0.008,6486,prefix_007,prefix,48,0.863395,sparse_k,sparse_k,4.974112,2.807734
H5,0.5,51.888,0.008,6486,prefix_005,prefix,55,0.728291,sparse_k,sparse_k,4.929811,2.8759
H5,0.5,51.888,0.008,6486,rag_009,rag,103,0.382828,sparse_k,sparse_k,6.460513,4.003023
H5,0.5,51.888,0.008,6486,rag_051,rag,56,0.550384,sparse_k,sparse_k,4.447941,2.887637
H5,0.5,51.888,0.008,6486,longtail_086,longtail,74,0.367763,sparse_k,sparse_k,4.845251,3.184367
H5,0.5,51.888,0.008,6486,rag_007,rag,50,0.538277,sparse_k,sparse_k,4.101557,2.824711
H5,0.5,51.888,0.008,6486,rag_017,rag,61,0.345607,sparse_k,sparse_k,4.093902,2.95382
H5,0.5,51.888,0.008,6486,longtail_060,longtail,92,0.210863,sparse_k,sparse_k,5.342207,3.643021
H5,0.5,51.888,0.008,6486,rag_037,rag,34,0.526006,sparse_k,int4,3.174375,2.398062
H5,0.5,51.888,0.008,6486,longtail_024,longtail,53,0.318248,sparse_k,sparse_k,3.596189,2.853925
H5,0.5,51.888,0.008,6486,rag_038,rag,41,0.409188,sparse_k,sparse_k,3.253877,2.764056
H5,0.5,51.888,0.008,6486,longtail_030,longtail,36,0.194314,sparse_k,int4,2.355902,2.54872
H5,0.5,51.888,0.008,6486,longtail_071,longtail,34,0.201726,sparse_k,int4,2.248231,2.398062
H5,0.5,51.888,0.008,6486,longtail_028,longtail,40,0.163265,sparse_k,sparse_k,2.4653,2.759815
H5,0.5,51.888,0.008,6486,longtail_042,longtail,24,0.236443,sparse_k,int4,1.648651,1.660764
H5,0.5,51.888,0.008,6486,longtail_032,longtail,36,0.137895,sparse_k,int4,2.186644,2.54872
H5,0.5,51.888,0.008,6486,longtail_008,longtail,48,0.06603,sparse_k,sparse_k,2.582016,2.807734
H5,1.0,3.243,0.0005,6486,prefix_003,prefix,168,0.917029,int8,int8,14.919819,11.801459
H5,1.0,3.243,0.0005,6486,session_025,session,211,0.693205,int8,int8,18.034416,15.263387
H5,1.0,3.243,0.0005,6486,prefix_017,prefix,165,0.863716,int8,int8,14.50595,11.578321
H5,1.0,3.243,0.0005,6486,session_029,session,253,0.546582,int8,int8,21.556766,19.120585
H5,1.0,3.243,0.0005,6486,session_007,session,186,0.696013,int8,int8,15.808334,13.190666
H5,1.0,3.243,0.0005,6486,session_013,session,194,0.641399,int8,int8,16.34947,13.835812
H5,1.0,3.243,0.0005,6486,session_028,session,219,0.562378,int8,int8,18.376514,15.961841
H5,1.0,3.243,0.0005,6486,session_030,session,195,0.602691,int8,int8,16.322135,13.917654
H5,1.0,3.243,0.0005,6486,session_024,session,204,0.566105,int8,int8,17.01813,14.666233
H5,1.0,3.243,0.0005,6486,prefix_004,prefix,145,0.792835,int8,int8,12.634473,10.152036
H5,1.0,3.243,0.0005,6486,session_021,session,192,0.595457,int8,int8,16.034512,13.672926
H5,1.0,3.243,0.0005,6486,prefix_018,prefix,122,0.891456,int4,int8,10.740363,8.643615
H5,1.0,3.243,0.0005,6486,prefix_016,prefix,136,0.790113,int8,int8,11.899146,9.544992
H5,1.0,3.243,0.0005,6486,session_023,session,202,0.526862,int8,int8,16.720309,14.498016
H5,1.0,3.243,0.0005,6486,prefix_002,prefix,113,0.929799,int4,int8,9.959305,8.091746
H5,1.0,3.243,0.0005,6486,prefix_010,prefix,129,0.806744,int4,int8,11.216337,9.087773
H5,1.0,3.243,0.0005,6486,prefix_012,prefix,145,0.657071,int8,int8,12.227181,10.152036
H5,1.0,3.243,0.0005,6486,session_022,session,122,0.75459,int4,int8,10.329763,8.643615
H5,1.0,3.243,0.0005,6486,session_033,session,157,0.568267,int8,int8,12.948963,10.995013
H5,1.0,3.243,0.0005,6486,rag_029,rag,133,0.651074,int4,int8,11.179558,9.347442
H5,1.0,3.243,0.0005,6486,session_016,session,158,0.520657,int8,int8,12.889447,11.066993
H5,1.0,3.243,0.0005,6486,rag_024,rag,133,0.595771,int4,int8,11.013649,9.347442
H5,1.0,3.243,0.0005,6486,rag_006,rag,97,0.761774,int4,int4,7.980596,6.560812
H5,1.0,3.243,0.0005,6486,prefix_009,prefix,74,0.95,int4,int4,6.691018,4.809182
H5,1.0,3.243,0.0005,6486,rag_022,rag,142,0.490064,int8,int8,11.482441,9.94729
H5,1.0,3.243,0.0005,6486,rag_020,rag,98,0.679612,int4,int4,7.821833,6.649764
H5,1.0,3.243,0.0005,6486,rag_016,rag,148,0.438771,int8,int8,11.817331,10.359182
H5,1.0,3.243,0.0005,6486,rag_045,rag,131,0.493594,int4,int8,10.490818,9.217075
H5,1.0,3.243,0.0005,6486,rag_026,rag,146,0.429157,int8,int8,11.624973,10.220818
H5,1.0,3.243,0.0005,6486,session_004,session,112,0.497442,int4,int4,8.565629,8.007038
H5,1.0,3.243,0.0005,6486,rag_011,rag,79,0.692923,int4,int4,6.296243,5.141993
H5,1.0,3.243,0.0005,6486,session_014,session,91,0.575879,int4,int4,6.908997,6.04949
H5,1.0,3.243,0.0005,6486,rag_046,rag,107,0.457654,int4,int4,7.97212,7.498308
H5,1.0,3.243,0.0005,6486,prefix_000,prefix,82,0.58405,int4,int4,6.202602,5.354474
H5,1.0,3.243,0.0005,6486,session_019,session,215,0.221585,int8,int8,16.98566,15.610482
H5,1.0,3.243,0.0005,6486,rag_025,rag,73,0.632115,int4,int4,5.663848,4.745818
H5,1.0,3.243,0.0005,6486,rag_032,rag,64,0.720007,int4,int4,5.292529,4.223523
H5,1.0,3.243,0.0005,6486,rag_040,rag,75,0.593958,int4,int4,5.696999,4.873612
H5,1.0,3.243,0.0005,6486,rag_003,rag,90,0.487431,int4,int4,6.560073,5.968001
H5,1.0,3.243,0.0005,6486,rag_010,rag,95,0.454946,int4,int4,6.886438,6.386106
H5,1.0,3.243,0.0005,6486,prefix_007,prefix,48,0.863395,int4,int4,4.712221,3.508232
H5,1.0,3.243,0.0005,6486,prefix_005,prefix,55,0.728291,int4,int4,4.73034,3.787587
H5,1.0,3.243,0.0005,6486,rag_009,rag,103,0.382828,int4,int4,7.378985,7.110516
H5,1.0,3.243,0.0005,6486,rag_051,rag,56,0.550384,int4,int4,4.259478,3.83176
H5,1.0,3.243,0.0005,6486,longtail_086,longtail,74,0.367763,int4,int4,4.944305,4.809182
H5,1.0,3.243,0.0005,6486,rag_007,rag,50,0.538277,int4,int4,3.854887,3.582716
H5,1.0,3.243,0.0005,6486,rag_017,rag,61,0.345607,int4,int4,3.968319,4.068615
H5,1.0,3.243,0.0005,6486,longtail_060,longtail,92,0.210863,int4,int4,5.898122,6.132045
H5,1.0,3.243,0.0005,6486,rag_037,rag,34,0.526006,int4,int4,2.94022,3.106248
H5,1.0,3.243,0.0005,6486,longtail_024,longtail,53,0.318248,int4,int4,3.37627,3.70244
H5,1.0,3.243,0.0005,6486,rag_038,rag,41,0.409188,int4,int4,2.955176,3.281119
H5,1.0,3.243,0.0005,6486,longtail_030,longtail,36,0.194314,int4,int4,2.046588,3.15088
H5,1.0,3.243,0.0005,6486,longtail_071,longtail,34,0.201726,int4,int4,1.967379,3.106248
H5,1.0,3.243,0.0005,6486,longtail_028,longtail,40,0.163265,int4,int4,2.163432,3.252939
H5,1.0,3.243,0.0005,6486,longtail_042,longtail,24,0.236443,int4,int8,1.435274,2.236764
H5,1.0,3.243,0.0005,6486,longtail_032,longtail,36,0.137895,int4,int4,1.87733,3.15088
H5,1.0,3.243,0.0005,6486,longtail_008,longtail,48,0.06603,int4,int4,2.320125,3.508232
H5,1.0,6.486,0.001,6486,prefix_003,prefix,168,0.917029,int4,int8,11.968552,10.699753
H5,1.0,6.486,0.001,6486,session_025,session,211,0.693205,int4,int8,14.999217,13.525538
H5,1.0,6.486,0.001,6486,prefix_017,prefix,165,0.863716,int4,int8,11.570752,10.51561
H5,1.0,6.486,0.001,6486,session_029,session,253,0.546582,int4,int8,18.703788,16.622034
H5,1.0,6.486,0.001,6486,session_007,session,186,0.696013,int4,int8,12.78863,11.840233
H5,1.0,6.486,0.001,6486,session_013,session,194,0.641399,int4,int8,13.314743,12.366714
H5,1.0,6.486,0.001,6486,session_028,session,219,0.562378,int4,int8,15.355894,14.089714
H5,1.0,6.486,0.001,6486,session_030,session,195,0.602691,int4,int8,13.286196,12.433373
H5,1.0,6.486,0.001,6486,session_024,session,204,0.566105,int4,int8,13.977945,13.041779
H5,1.0,6.486,0.001,6486,prefix_004,prefix,145,0.792835,int4,int4,9.840439,8.750356
H5,1.0,6.486,0.001,6486,session_021,session,192,0.595457,int4,int8,13.002653,12.233963
H5,1.0,6.486,0.001,6486,prefix_018,prefix,122,0.891456,int4,int4,8.537366,6.780511
H5,1.0,6.486,0.001,6486,prefix_016,prefix,136,0.790113,int4,int4,9.187953,7.932051
H5,1.0,6.486,0.001,6486,session_023,session,202,0.526862,int4,int8,13.680031,12.905258
H5,1.0,6.486,0.001,6486,prefix_002,prefix,113,0.929799,int4,int4,8.069351,6.118264
H5,1.0,6.486,0.001,6486,prefix_010,prefix,129,0.806744,int4,int4,8.753285,7.337811
H5,1.0,6.486,0.001,6486,prefix_012,prefix,145,0.657071,int4,int4,9.433148,8.750356
H5,1.0,6.486,0.001,6486,session_022,session,122,0.75459,int4,int4,8.126766,6.780511
H5,1.0,6.486,0.001,6486,session_033,session,157,0.568267,int4,int4,10.063126,9.936419
H5,1.0,6.486,0.001,6486,rag_029,rag,133,0.651074,int4,int4,8.561389,7.672853
H5,1.0,6.486,0.001,6486,session_016,session,158,0.520657,int4,int4,9.996921,10.040158
H5,1.0,6.486,0.001,6486,rag_024,rag,133,0.595771,int4,int4,8.39548,7.672853
H5,1.0,6.486,0.001,6486,rag_006,rag,97,0.761774,int4,int4,6.58796,5.091714
H5,1.0,6.486,0.001,6486,prefix_009,prefix,74,0.95,int4,int4,5.880509,3.954174
H5,1.0,6.486,0.001,6486,rag_022,rag,142,0.490064,int4,int4,8.714689,8.470803
H5,1.0,6.486,0.001,6486,rag_020,rag,98,0.679612,int4,int4,6.400334,5.15022
H5,1.0,6.486,0.001,6486,rag_016,rag,148,0.438771,int4,int4,8.998349,9.036694
H5,1.0,6.486,0.001,6486,rag_045,rag,131,0.493594,int4,int4,7.9508,7.503824
H5,1.0,6.486,0.001,6486,rag_026,rag,146,0.429157,int4,int4,8.822475,8.845048
H5,1.0,6.486,0.001,6486,session_004,session,112,0.497442,int4,int4,6.708977,6.04845
H5,1.0,6.486,0.001,6486,rag_011,rag,79,0.692923,int4,int4,5.372506,4.16754
H5,1.0,6.486,0.001,6486,session_014,session,91,0.575879,int4,int4,5.683317,4.756516
H5,1.0,6.486,0.001,6486,rag_046,rag,107,0.457654,int4,int4,6.277541,5.710691
H5,1.0,6.486,0.001,6486,prefix_000,prefix,82,0.58405,int4,int4,5.207376,4.304606
H5,1.0,6.486,0.001,6486,session_019,session,215,0.221585,int4,int8,13.956567,13.806119
H5,1.0,6.486,0.001,6486,rag_025,rag,73,0.632115,int4,int4,4.875097,3.913762
H5,1.0,6.486,0.001,6486,rag_032,rag,64,0.720007,int4,int4,4.686275,3.583984
H5,1.0,6.486,0.001,6486,rag_040,rag,75,0.593958,int4,int4,4.864437,3.995339
H5,1.0,6.486,0.001,6486,rag_003,rag,90,0.487431,int4,int4,5.361183,4.703288
H5,1.0,6.486,0.001,6486,rag_010,rag,95,0.454946,int4,int4,5.550638,4.976966
H5,1.0,6.486,0.001,6486,prefix_007,prefix,48,0.863395,int4,int4,4.371203,3.148491
H5,1.0,6.486,0.001,6486,prefix_005,prefix,55,0.728291,int4,int4,4.282607,3.315271
H5,1.0,6.486,0.001,6486,rag_009,rag,103,0.382828,int4,int4,5.808735,5.454053
H5,1.0,6.486,0.001,6486,rag_051,rag,56,0.550384,int4,int4,3.795315,3.342113
H5,1.0,6.486,0.001,6486,longtail_086,longtail,74,0.367763,int4,int4,4.133796,3.954174
H5,1.0,6.486,0.001,6486,rag_007,rag,50,0.538277,int4,int4,3.484859,3.192373
H5,1.0,6.486,0.001,6486,rag_017,rag,61,0.345607,int4,int4,3.417569,3.487628
H5,1.0,6.486,0.001,6486,longtail_060,longtail,92,0.210863,int4,int4,4.645356,4.810498
H5,1.0,6.486,0.001,6486,rag_037,rag,34,0.526006,sparse_k,int4,2.714832,2.925753
H5,1.0,6.486,0.001,6486,longtail_024,longtail,53,0.318248,int4,int4,2.960507,3.26385
H5,1.0,6.486,0.001,6486,rag_038,rag,41,0.409188,sparse_k,int4,2.678076,3.018652
H5,1.0,6.486,0.001,6486,longtail_030,longtail,36,0.194314,sparse_k,int4,1.80661,2.948526
H5,1.0,6.486,0.001,6486,longtail_071,longtail,34,0.201726,sparse_k,int4,1.741992,2.925753
H5,1.0,6.486,0.001,6486,longtail_028,longtail,40,0.163265,sparse_k,int4,1.893829,3.003119
H5,1.0,6.486,0.001,6486,longtail_042,longtail,24,0.236443,sparse_k,int4,1.348713,2.161123
H5,1.0,6.486,0.001,6486,longtail_032,longtail,36,0.137895,sparse_k,int4,1.637353,2.948526
H5,1.0,6.486,0.001,6486,longtail_008,longtail,48,0.06603,int4,int4,1.979108,3.148491
H5,1.0,12.972,0.002,6486,prefix_003,prefix,168,0.917029,int4,int4,9.879819,8.002918
H5,1.0,12.972,0.002,6486,session_025,session,211,0.693205,int4,int4,11.704416,11.701774
H5,1.0,12.972,0.002,6486,prefix_017,prefix,165,0.863716,int4,int4,9.55595,7.781641
H5,1.0,12.972,0.002,6486,session_029,session,253,0.546582,int4,int8,13.966766,14.855292
H5,1.0,12.972,0.002,6486,session_007,session,186,0.696013,int4,int4,10.228334,9.431332
H5,1.0,12.972,0.002,6486,session_013,session,194,0.641399,int4,int4,10.52947,10.121623
H5,1.0,12.972,0.002,6486,session_028,session,219,0.562378,int4,int4,11.806514,12.498683
H5,1.0,12.972,0.002,6486,session_030,session,195,0.602691,int4,int4,10.472135,10.210309
H5,1.0,12.972,0.002,6486,session_024,session,204,0.566105,int4,int4,10.89813,11.032466
H5,1.0,12.972,0.002,6486,prefix_004,prefix,145,0.792835,int4,int4,8.284473,6.429073
H5,1.0,12.972,0.002,6486,session_021,session,192,0.595457,int4,int4,10.274512,9.945852
H5,1.0,12.972,0.002,6486,prefix_018,prefix,122,0.891456,int4,int4,7.435867,5.13723
H5,1.0,12.972,0.002,6486,prefix_016,prefix,136,0.790113,int4,int4,7.819146,5.889985
H5,1.0,12.972,0.002,6486,session_023,session,202,0.526862,int4,int4,10.660309,10.846033
H5,1.0,12.972,0.002,6486,prefix_002,prefix,113,0.929799,int4,int4,7.124374,4.708491
H5,1.0,12.972,0.002,6486,prefix_010,prefix,129,0.806744,int4,int4,7.521758,5.500547
H5,1.0,12.972,0.002,6486,prefix_012,prefix,145,0.657071,int4,int4,7.877181,6.429073
H5,1.0,12.972,0.002,6486,session_022,session,122,0.75459,int4,int4,7.025267,5.13723
H5,1.0,12.972,0.002,6486,session_033,session,157,0.568267,int4,int4,8.238963,7.215026
H5,1.0,12.972,0.002,6486,rag_029,rag,133,0.651074,int4,int4,7.252305,5.719884
H5,1.0,12.972,0.002,6486,session_016,session,158,0.520657,int4,int4,8.149447,7.283987
H5,1.0,12.972,0.002,6486,rag_024,rag,133,0.595771,int4,int4,7.086396,5.719884
H5,1.0,12.972,0.002,6486,rag_006,rag,97,0.761774,int4,int4,5.891641,4.052906
H5,1.0,12.972,0.002,6486,prefix_009,prefix,74,0.95,sparse_k,int4,5.385852,3.349591
H5,1.0,12.972,0.002,6486,rag_022,rag,142,0.490064,int4,int4,7.222441,6.244579
H5,1.0,12.972,0.002,6486,rag_020,rag,98,0.679612,int4,int4,5.689585,4.089882
H5,1.0,12.972,0.002,6486,rag_016,rag,148,0.438771,int4,int4,7.377331,6.618364
H5,1.0,12.972,0.002,6486,rag_045,rag,131,0.493594,int4,int4,6.680791,5.609149
H5,1.0,12.972,0.002,6486,rag_026,rag,146,0.429157,int4,int4,7.244973,6.491637
H5,1.0,12.972,0.002,6486,session_004,session,112,0.497442,int4,int4,5.780652,4.663519
H5,1.0,12.972,0.002,6486,rag_011,rag,79,0.692923,sparse_k,int4,4.840772,3.478497
H5,1.0,12.972,0.002,6486,session_014,session,91,0.575879,sparse_k,int4,5.060712,3.842245
H5,1.0,12.972,0.002,6486,rag_046,rag,107,0.457654,int4,int4,5.430252,4.446654
H5,1.0,12.972,0.002,6486,prefix_000,prefix,82,0.58405,sparse_k,int4,4.653174,3.562237
H5,1.0,12.972,0.002,6486,session_019,session,215,0.221585,int4,int4,10.53566,12.095964
H5,1.0,12.972,0.002,6486,rag_025,rag,73,0.632115,sparse_k,int4,4.3878,3.325409
H5,1.0,12.972,0.002,6486,rag_032,rag,64,0.720007,sparse_k,int4,4.264384,3.131761
H5,1.0,12.972,0.002,6486,rag_040,rag,75,0.593958,sparse_k,int4,4.362402,3.374306
H5,1.0,12.972,0.002,6486,rag_003,rag,90,0.487431,sparse_k,int4,4.746252,3.809001
H5,1.0,12.972,0.002,6486,rag_010,rag,95,0.454946,int4,int4,4.882737,3.980553
H5,1.0,12.972,0.002,6486,prefix_007,prefix,48,0.863395,sparse_k,int4,4.061889,2.894116
H5,1.0,12.972,0.002,6486,prefix_005,prefix,55,0.728291,sparse_k,int4,3.924624,2.981293
H5,1.0,12.972,0.002,6486,rag_009,rag,103,0.382828,int4,int4,5.02361,4.282758
H5,1.0,12.972,0.002,6486,rag_051,rag,56,0.550384,sparse_k,int4,3.430305,2.99588
H5,1.0,12.972,0.002,6486,longtail_086,longtail,74,0.367763,sparse_k,int4,3.63914,3.349591
H5,1.0,12.972,0.002,6486,rag_007,rag,50,0.538277,sparse_k,int4,3.161733,2.916358
H5,1.0,12.972,0.002,6486,rag_017,rag,61,0.345607,sparse_k,int4,3.017147,3.076808
H5,1.0,12.972,0.002,6486,longtail_060,longtail,92,0.210863,sparse_k,int4,4.015058,3.876022
H5,1.0,12.972,0.002,6486,rag_037,rag,34,0.526006,sparse_k,sparse_k,2.554425,2.761733
H5,1.0,12.972,0.002,6486,longtail_024,longtail,53,0.318248,sparse_k,int4,2.616522,2.95372
H5,1.0,12.972,0.002,6486,rag_038,rag,41,0.409188,sparse_k,int4,2.444819,2.833059
H5,1.0,12.972,0.002,6486,longtail_030,longtail,36,0.194314,sparse_k,sparse_k,1.626777,2.7837
H5,1.0,12.972,0.002,6486,longtail_071,longtail,34,0.201726,sparse_k,sparse_k,1.581585,2.761733
H5,1.0,12.972,0.002,6486,longtail_028,longtail,40,0.163265,sparse_k,int4,1.671813,2.826469
H5,1.0,12.972,0.002,6486,longtail_042,longtail,24,0.236443,sparse_k,int4,1.268787,2.097529
H5,1.0,12.972,0.002,6486,longtail_032,longtail,36,0.137895,sparse_k,sparse_k,1.457519,2.7837
H5,1.0,12.972,0.002,6486,longtail_008,longtail,48,0.06603,sparse_k,int4,1.669794,2.894116
H5,1.0,25.944,0.004,6486,prefix_003,prefix,168,0.917029,sparse_k,int4,8.741273,5.799506
H5,1.0,25.944,0.004,6486,session_025,session,211,0.693205,int4,int4,10.057015,8.226076
H5,1.0,25.944,0.004,6486,prefix_017,prefix,165,0.863716,sparse_k,int4,8.440025,5.65622
H5,1.0,25.944,0.004,6486,session_029,session,253,0.546582,int4,int4,11.598256,11.269069
H5,1.0,25.944,0.004,6486,session_007,session,186,0.696013,int4,int4,8.948186,6.730466
H5,1.0,25.944,0.004,6486,session_013,session,194,0.641399,int4,int4,9.136833,7.183429
H5,1.0,25.944,0.004,6486,session_028,session,219,0.562378,int4,int4,10.031823,8.754429
H5,1.0,25.944,0.004,6486,session_030,session,195,0.602691,int4,int4,9.065105,7.241746
H5,1.0,25.944,0.004,6486,session_024,session,204,0.566105,int4,int4,9.358222,7.783558
H5,1.0,25.944,0.004,6486,prefix_004,prefix,145,0.792835,sparse_k,int4,7.317225,4.787678
H5,1.0,25.944,0.004,6486,session_021,session,192,0.595457,int4,int4,8.910442,7.067927
H5,1.0,25.944,0.004,6486,prefix_018,prefix,122,0.891456,sparse_k,int4,6.635023,3.975256
H5,1.0,25.944,0.004,6486,prefix_016,prefix,136,0.790113,sparse_k,int4,6.917595,4.446026
H5,1.0,25.944,0.004,6486,session_023,session,202,0.526862,int4,int4,9.150447,7.660516
H5,1.0,25.944,0.004,6486,prefix_002,prefix,113,0.929799,sparse_k,int4,6.387313,3.711632
H5,1.0,25.944,0.004,6486,prefix_010,prefix,129,0.806744,sparse_k,int4,6.670788,4.201405
H5,1.0,25.944,0.004,6486,prefix_012,prefix,145,0.657071,sparse_k,int4,6.909933,4.787678
H5,1.0,25.944,0.004,6486,session_022,session,122,0.75459,sparse_k,int4,6.224424,3.975256
H5,1.0,25.944,0.004,6486,session_033,session,157,0.568267,sparse_k,int4,7.182953,5.29071
H5,1.0,25.944,0.004,6486,rag_029,rag,133,0.651074,sparse_k,int4,6.372487,4.338927
H5,1.0,25.944,0.004,6486,session_016,session,158,0.520657,sparse_k,int4,7.08598,5.335079
H5,1.0,25.944,0.004,6486,rag_024,rag,133,0.595771,sparse_k,int4,6.206579,4.338927
H5,1.0,25.944,0.004,6486,rag_006,rag,97,0.761774,sparse_k,int4,5.266122,3.318357
H5,1.0,25.944,0.004,6486,prefix_009,prefix,74,0.95,sparse_k,int4,5.005926,2.922087
H5,1.0,25.944,0.004,6486,rag_022,rag,142,0.490064,sparse_k,int4,6.277176,4.670401
H5,1.0,25.944,0.004,6486,rag_020,rag,98,0.679612,sparse_k,int4,5.057163,3.34011
H5,1.0,25.944,0.004,6486,rag_016,rag,148,0.438771,sparse_k,int4,6.388018,4.908347
H5,1.0,25.944,0.004,6486,rag_045,rag,131,0.493594,sparse_k,int4,5.815415,4.269412
H5,1.0,25.944,0.004,6486,rag_026,rag,146,0.429157,sparse_k,int4,6.270379,4.827524
H5,1.0,25.944,0.004,6486,session_004,session,112,0.497442,sparse_k,int4,5.050631,3.684225
H5,1.0,25.944,0.004,6486,rag_011,rag,79,0.692923,sparse_k,int4,4.40777,2.99127
H5,1.0,25.944,0.004,6486,session_014,session,91,0.575879,sparse_k,int4,4.486175,3.195758
H5,1.0,25.944,0.004,6486,rag_046,rag,107,0.457654,sparse_k,int4,4.735296,3.552845
H5,1.0,25.944,0.004,6486,prefix_000,prefix,82,0.58405,sparse_k,int4,4.186662,3.037303
H5,1.0,25.944,0.004,6486,session_019,session,215,0.221585,int4,int4,8.825207,8.487237
H5,1.0,25.944,0.004,6486,rag_025,rag,73,0.632115,sparse_k,int4,4.018073,2.909381
H5,1.0,25.944,0.004,6486,rag_032,rag,64,0.720007,sparse_k,int4,3.980203,2.811992
H5,1.0,25.944,0.004,6486,rag_040,rag,75,0.593958,sparse_k,int4,3.972138,2.935169
H5,1.0,25.944,0.004,6486,rag_003,rag,90,0.487431,sparse_k,int4,4.184273,3.176644
H5,1.0,25.944,0.004,6486,rag_010,rag,95,0.454946,sparse_k,int4,4.270994,3.275983
H5,1.0,25.944,0.004,6486,prefix_007,prefix,48,0.863395,sparse_k,sparse_k,3.902038,2.66221
H5,1.0,25.944,0.004,6486,prefix_005,prefix,55,0.728291,sparse_k,int4,3.714748,2.745136
H5,1.0,25.944,0.004,6486,rag_009,rag,103,0.382828,sparse_k,int4,4.35654,3.454527
H5,1.0,25.944,0.004,6486,rag_051,rag,56,0.550384,sparse_k,int4,3.212729,2.751056
H5,1.0,25.944,0.004,6486,longtail_086,longtail,74,0.367763,sparse_k,int4,3.259214,2.922087
H5,1.0,25.944,0.004,6486,rag_007,rag,50,0.538277,sparse_k,sparse_k,2.988282,2.683475
H5,1.0,25.944,0.004,6486,rag_017,rag,61,0.345607,sparse_k,int4,2.758984,2.786314
H5,1.0,25.944,0.004,6486,longtail_060,longtail,92,0.210863,sparse_k,int4,3.427824,3.215249
H5,1.0,25.944,0.004,6486,rag_037,rag,34,0.526006,sparse_k,sparse_k,2.474222,2.592519
H5,1.0,25.944,0.004,6486,longtail_024,longtail,53,0.318248,sparse_k,sparse_k,2.421633,2.720672
H5,1.0,25.944,0.004,6486,rag_038,rag,41,0.409188,sparse_k,sparse_k,2.328191,2.610048
H5,1.0,25.944,0.004,6486,longtail_030,longtail,36,0.194314,sparse_k,sparse_k,1.53686,2.593993
H5,1.0,25.944,0.004,6486,longtail_071,longtail,34,0.201726,sparse_k,sparse_k,1.501381,2.592519
H5,1.0,25.944,0.004,6486,longtail_028,longtail,40,0.163265,sparse_k,sparse_k,1.560804,2.605424
H5,1.0,25.944,0.004,6486,longtail_042,longtail,24,0.236443,sparse_k,int4,1.228824,2.052561
H5,1.0,25.944,0.004,6486,longtail_032,longtail,36,0.137895,sparse_k,sparse_k,1.367602,2.593993
H5,1.0,25.944,0.004,6486,longtail_008,longtail,48,0.06603,sparse_k,sparse_k,1.509942,2.66221
H5,1.0,51.888,0.008,6486,prefix_003,prefix,168,0.917029,sparse_k,int4,7.76218,4.241459
H5,1.0,51.888,0.008,6486,session_025,session,211,0.693205,sparse_k,int4,8.688053,5.768387
H5,1.0,51.888,0.008,6486,prefix_017,prefix,165,0.863716,sparse_k,int4,7.495587,4.153321
H5,1.0,51.888,0.008,6486,session_029,session,253,0.546582,sparse_k,int4,9.932224,7.735585
H5,1.0,51.888,0.008,6486,session_007,session,186,0.696013,sparse_k,int4,7.752177,4.820666
H5,1.0,51.888,0.008,6486,session_013,session,194,0.641399,sparse_k,int4,7.885794,5.105812
H5,1.0,51.888,0.008,6486,session_028,session,219,0.562378,sparse_k,int4,8.606905,6.106841
H5,1.0,51.888,0.008,6486,session_030,session,195,0.602691,sparse_k,int4,7.807165,5.142654
H5,1.0,51.888,0.008,6486,session_024,session,204,0.566105,sparse_k,int4,8.037978,5.486233
H5,1.0,51.888,0.008,6486,prefix_004,prefix,145,0.792835,sparse_k,int4,6.587865,3.627036
H5,1.0,51.888,0.008,6486,session_021,session,192,0.595457,sparse_k,int4,7.673188,5.032926
H5,1.0,51.888,0.008,6486,prefix_018,prefix,122,0.891456,sparse_k,int4,6.118696,3.153615
H5,1.0,51.888,0.008,6486,prefix_016,prefix,136,0.790113,sparse_k,int4,6.275967,3.424992
H5,1.0,51.888,0.008,6486,session_023,session,202,0.526862,sparse_k,int4,7.844081,5.408016
H5,1.0,51.888,0.008,6486,prefix_002,prefix,113,0.929799,sparse_k,int4,5.944355,3.006746
H5,1.0,51.888,0.008,6486,prefix_010,prefix,129,0.806744,sparse_k,int4,6.09351,3.282773
H5,1.0,51.888,0.008,6486,prefix_012,prefix,145,0.657071,sparse_k,int4,6.180574,3.627036
