experiment,bw_gbps,epsilon_abs,epsilon_norm,token_ref,object_id,object_type,n_tokens,p_reuse,q_star_offline,q_star_pred,offline_cost,predicted_cost
H5,1.0,51.888,0.008,6486,session_022,session,122,0.75459,sparse_k,int4,5.708096,3.153615
H5,1.0,51.888,0.008,6486,session_033,session,157,0.568267,sparse_k,int4,6.327877,3.930013
H5,1.0,51.888,0.008,6486,rag_029,rag,133,0.651074,sparse_k,int4,5.758854,3.362442
H5,1.0,51.888,0.008,6486,session_016,session,158,0.520657,sparse_k,int4,6.219976,3.956993
H5,1.0,51.888,0.008,6486,rag_024,rag,133,0.595771,sparse_k,int4,5.592945,3.362442
H5,1.0,51.888,0.008,6486,rag_006,rag,97,0.761774,sparse_k,int4,4.939722,2.798953
H5,1.0,51.888,0.008,6486,prefix_009,prefix,74,0.95,sparse_k,sparse_k,4.815963,2.592367
H5,1.0,51.888,0.008,6486,rag_022,rag,142,0.490064,sparse_k,int4,5.577685,3.55729
H5,1.0,51.888,0.008,6486,rag_020,rag,98,0.679612,sparse_k,int4,4.723999,2.809941
H5,1.0,51.888,0.008,6486,rag_016,rag,148,0.438771,sparse_k,int4,5.628166,3.699182
H5,1.0,51.888,0.008,6486,rag_045,rag,131,0.493594,sparse_k,int4,5.220098,3.322075
H5,1.0,51.888,0.008,6486,rag_026,rag,146,0.429157,sparse_k,int4,5.530925,3.650818
H5,1.0,51.888,0.008,6486,session_004,session,112,0.497442,sparse_k,int4,4.615479,2.99176
H5,1.0,51.888,0.008,6486,rag_011,rag,79,0.692923,sparse_k,int4,4.19127,2.646748
H5,1.0,51.888,0.008,6486,session_014,session,91,0.575879,sparse_k,int4,4.198906,2.738623
H5,1.0,51.888,0.008,6486,rag_046,rag,107,0.457654,sparse_k,int4,4.338129,2.920827
H5,1.0,51.888,0.008,6486,prefix_000,prefix,82,0.58405,sparse_k,int4,3.953405,2.666119
H5,1.0,51.888,0.008,6486,session_019,session,215,0.221585,sparse_k,int4,7.428303,5.935482
H5,1.0,51.888,0.008,6486,rag_025,rag,73,0.632115,sparse_k,sparse_k,3.833209,2.579634
H5,1.0,51.888,0.008,6486,rag_032,rag,64,0.720007,sparse_k,sparse_k,3.838112,2.487526
H5,1.0,51.888,0.008,6486,rag_040,rag,75,0.593958,sparse_k,sparse_k,3.777006,2.605599
H5,1.0,51.888,0.008,6486,rag_003,rag,90,0.487431,sparse_k,int4,3.903283,2.7295
H5,1.0,51.888,0.008,6486,rag_010,rag,95,0.454946,sparse_k,int4,3.957915,2.777777
H5,1.0,51.888,0.008,6486,prefix_007,prefix,48,0.863395,sparse_k,sparse_k,3.822112,2.423734
H5,1.0,51.888,0.008,6486,prefix_005,prefix,55,0.728291,sparse_k,sparse_k,3.609811,2.4359
H5,1.0,51.888,0.008,6486,rag_009,rag,103,0.382828,sparse_k,int4,3.988513,2.868879
H5,1.0,51.888,0.008,6486,rag_051,rag,56,0.550384,sparse_k,sparse_k,3.103941,2.439637
H5,1.0,51.888,0.008,6486,longtail_086,longtail,74,0.367763,sparse_k,sparse_k,3.069251,2.592367
H5,1.0,51.888,0.008,6486,rag_007,rag,50,0.538277,sparse_k,sparse_k,2.901557,2.424711
H5,1.0,51.888,0.008,6486,rag_017,rag,61,0.345607,sparse_k,sparse_k,2.629902,2.46582
H5,1.0,51.888,0.008,6486,longtail_060,longtail,92,0.210863,sparse_k,int4,3.134207,2.748011
H5,1.0,51.888,0.008,6486,rag_037,rag,34,0.526006,sparse_k,sparse_k,2.43412,2.472866
H5,1.0,51.888,0.008,6486,longtail_024,longtail,53,0.318248,sparse_k,sparse_k,2.324189,2.429925
H5,1.0,51.888,0.008,6486,rag_038,rag,41,0.409188,sparse_k,sparse_k,2.269877,2.436056
H5,1.0,51.888,0.008,6486,longtail_030,longtail,36,0.194314,sparse_k,sparse_k,1.491902,2.45985
H5,1.0,51.888,0.008,6486,longtail_071,longtail,34,0.201726,sparse_k,sparse_k,1.461279,2.472866
H5,1.0,51.888,0.008,6486,longtail_028,longtail,40,0.163265,sparse_k,sparse_k,1.5053,2.439815
H5,1.0,51.888,0.008,6486,longtail_042,longtail,24,0.236443,sparse_k,int4,1.208843,2.020764
H5,1.0,51.888,0.008,6486,longtail_032,longtail,36,0.137895,sparse_k,sparse_k,1.322644,2.45985
H5,1.0,51.888,0.008,6486,longtail_008,longtail,48,0.06603,sparse_k,sparse_k,1.430016,2.423734
H5,2.0,3.243,0.0005,6486,prefix_003,prefix,168,0.917029,int8,int8,9.879819,8.441459
H5,2.0,3.243,0.0005,6486,session_025,session,211,0.693205,int8,int8,11.704416,11.043387
H5,2.0,3.243,0.0005,6486,prefix_017,prefix,165,0.863716,int8,int8,9.55595,8.278321
H5,2.0,3.243,0.0005,6486,session_029,session,253,0.546582,int8,int8,13.966766,14.060585
H5,2.0,3.243,0.0005,6486,session_007,session,186,0.696013,int8,int8,10.228334,9.470666
H5,2.0,3.243,0.0005,6486,session_013,session,194,0.641399,int8,int8,10.52947,9.955812
H5,2.0,3.243,0.0005,6486,session_028,session,219,0.562378,int8,int8,11.806514,11.581841
H5,2.0,3.243,0.0005,6486,session_030,session,195,0.602691,int8,int8,10.472135,10.017654
H5,2.0,3.243,0.0005,6486,session_024,session,204,0.566105,int8,int8,10.89813,10.586233
H5,2.0,3.243,0.0005,6486,prefix_004,prefix,145,0.792835,int8,int8,8.284473,7.252036
H5,2.0,3.243,0.0005,6486,session_021,session,192,0.595457,int8,int8,10.274512,9.832926
H5,2.0,3.243,0.0005,6486,prefix_018,prefix,122,0.891456,int8,int8,7.435867,6.203615
H5,2.0,3.243,0.0005,6486,prefix_016,prefix,136,0.790113,int8,int8,7.819146,6.824992
H5,2.0,3.243,0.0005,6486,session_023,session,202,0.526862,int8,int8,10.660309,10.458016
H5,2.0,3.243,0.0005,6486,prefix_002,prefix,113,0.929799,int8,int8,7.124374,5.831746
H5,2.0,3.243,0.0005,6486,prefix_010,prefix,129,0.806744,int8,int8,7.521758,6.507773
H5,2.0,3.243,0.0005,6486,prefix_012,prefix,145,0.657071,int8,int8,7.877181,7.252036
H5,2.0,3.243,0.0005,6486,session_022,session,122,0.75459,int8,int8,7.025267,6.203615
H5,2.0,3.243,0.0005,6486,session_033,session,157,0.568267,int8,int8,8.238963,7.855013
H5,2.0,3.243,0.0005,6486,rag_029,rag,133,0.651074,int8,int8,7.252305,6.687442
H5,2.0,3.243,0.0005,6486,session_016,session,158,0.520657,int8,int8,8.149447,7.906993
H5,2.0,3.243,0.0005,6486,rag_024,rag,133,0.595771,int8,int8,7.086396,6.687442
H5,2.0,3.243,0.0005,6486,rag_006,rag,97,0.761774,int8,int8,5.891641,5.223953
H5,2.0,3.243,0.0005,6486,prefix_009,prefix,74,0.95,int8,int8,5.475254,4.469796
H5,2.0,3.243,0.0005,6486,rag_022,rag,142,0.490064,int8,int8,7.222441,7.10729
H5,2.0,3.243,0.0005,6486,rag_020,rag,98,0.679612,int8,int8,5.689585,5.259941
H5,2.0,3.243,0.0005,6486,rag_016,rag,148,0.438771,int8,int8,7.377331,7.399182
H5,2.0,3.243,0.0005,6486,rag_045,rag,131,0.493594,int8,int8,6.680791,6.597075
H5,2.0,3.243,0.0005,6486,rag_026,rag,146,0.429157,int8,int8,7.244973,7.300818
H5,2.0,3.243,0.0005,6486,session_004,session,112,0.497442,int8,int8,5.780652,5.79176
H5,2.0,3.243,0.0005,6486,rag_011,rag,79,0.692923,int8,int8,4.910637,4.621748
H5,2.0,3.243,0.0005,6486,session_014,session,91,0.575879,int8,int8,5.070477,5.013623
H5,2.0,3.243,0.0005,6486,rag_046,rag,107,0.457654,int8,int8,5.430252,5.595827
H5,2.0,3.243,0.0005,6486,prefix_000,prefix,82,0.58405,int8,int8,4.709762,4.716119
H5,2.0,3.243,0.0005,6486,session_019,session,215,0.221585,int8,int8,10.53566,11.310482
H5,2.0,3.243,0.0005,6486,rag_025,rag,73,0.632115,int8,int8,4.480721,4.440205
H5,2.0,3.243,0.0005,6486,rag_032,rag,64,0.720007,int4,int8,4.332529,4.185881
H5,2.0,3.243,0.0005,6486,rag_040,rag,75,0.593958,int8,int8,4.448156,4.499653
H5,2.0,3.243,0.0005,6486,rag_003,rag,90,0.487431,int8,int8,4.761738,4.9795
H5,2.0,3.243,0.0005,6486,rag_010,rag,95,0.454946,int8,int8,4.882737,5.152777
H5,2.0,3.243,0.0005,6486,prefix_007,prefix,48,0.863395,int4,int4,3.992221,3.508232
H5,2.0,3.243,0.0005,6486,prefix_005,prefix,55,0.728291,int4,int4,3.90534,3.787587
H5,2.0,3.243,0.0005,6486,rag_009,rag,103,0.382828,int8,int8,5.02361,5.443879
H5,2.0,3.243,0.0005,6486,rag_051,rag,56,0.550384,int4,int4,3.419478,3.83176
H5,2.0,3.243,0.0005,6486,longtail_086,longtail,74,0.367763,int8,int8,3.728542,4.469796
H5,2.0,3.243,0.0005,6486,rag_007,rag,50,0.538277,int4,int4,3.104887,3.582716
H5,2.0,3.243,0.0005,6486,rag_017,rag,61,0.345607,int4,int4,3.053319,4.068615
H5,2.0,3.243,0.0005,6486,longtail_060,longtail,92,0.210863,int8,int8,4.018973,5.048011
H5,2.0,3.243,0.0005,6486,rag_037,rag,34,0.526006,int4,int4,2.43022,3.106248
H5,2.0,3.243,0.0005,6486,longtail_024,longtail,53,0.318248,int4,int4,2.58127,3.70244
H5,2.0,3.243,0.0005,6486,rag_038,rag,41,0.409188,int4,int4,2.340176,3.281119
H5,2.0,3.243,0.0005,6486,longtail_030,longtail,36,0.194314,int4,int4,1.506588,3.15088
H5,2.0,3.243,0.0005,6486,longtail_071,longtail,34,0.201726,int4,int4,1.457379,3.106248
H5,2.0,3.243,0.0005,6486,longtail_028,longtail,40,0.163265,int4,int4,1.563432,3.252939
H5,2.0,3.243,0.0005,6486,longtail_042,longtail,24,0.236443,int4,int8,1.160394,2.476764
H5,2.0,3.243,0.0005,6486,longtail_032,longtail,36,0.137895,int4,int4,1.33733,3.15088
H5,2.0,3.243,0.0005,6486,longtail_008,longtail,48,0.06603,int4,int4,1.600125,3.508232
H5,2.0,6.486,0.001,6486,prefix_003,prefix,168,0.917029,int8,int8,8.835453,7.339753
H5,2.0,6.486,0.001,6486,session_025,session,211,0.693205,int8,int8,10.057015,9.305538
H5,2.0,6.486,0.001,6486,prefix_017,prefix,165,0.863716,int8,int8,8.54855,7.21561
H5,2.0,6.486,0.001,6486,session_029,session,253,0.546582,int8,int8,11.598256,11.562034
H5,2.0,6.486,0.001,6486,session_007,session,186,0.696013,int8,int8,8.948186,8.120233
H5,2.0,6.486,0.001,6486,session_013,session,194,0.641399,int8,int8,9.136833,8.486714
H5,2.0,6.486,0.001,6486,session_028,session,219,0.562378,int8,int8,10.031823,9.709714
H5,2.0,6.486,0.001,6486,session_030,session,195,0.602691,int8,int8,9.065105,8.533373
H5,2.0,6.486,0.001,6486,session_024,session,204,0.566105,int8,int8,9.358222,8.961779
H5,2.0,6.486,0.001,6486,prefix_004,prefix,145,0.792835,int8,int8,7.506489,6.431339
H5,2.0,6.486,0.001,6486,session_021,session,192,0.595457,int8,int8,8.910442,8.393963
H5,2.0,6.486,0.001,6486,prefix_018,prefix,122,0.891456,int4,int8,6.707366,5.622628
H5,2.0,6.486,0.001,6486,prefix_016,prefix,136,0.790113,int8,int8,7.134743,6.103013
H5,2.0,6.486,0.001,6486,session_023,session,202,0.526862,int8,int8,9.150447,8.865258
H5,2.0,6.486,0.001,6486,prefix_002,prefix,113,0.929799,int4,int8,6.374351,5.333316
H5,2.0,6.486,0.001,6486,prefix_010,prefix,129,0.806744,int4,int8,6.818285,5.858203
H5,2.0,6.486,0.001,6486,prefix_012,prefix,145,0.657071,int8,int8,7.099198,6.431339
H5,2.0,6.486,0.001,6486,session_022,session,122,0.75459,int4,int8,6.296766,5.622628
H5,2.0,6.486,0.001,6486,session_033,session,157,0.568267,int8,int8,7.326882,6.892855
H5,2.0,6.486,0.001,6486,rag_029,rag,133,0.651074,int4,int8,6.566389,5.996963
H5,2.0,6.486,0.001,6486,session_016,session,158,0.520657,int8,int8,7.22571,6.93254
H5,2.0,6.486,0.001,6486,rag_024,rag,133,0.595771,int4,int8,6.40048,5.996963
H5,2.0,6.486,0.001,6486,rag_006,rag,97,0.761774,int4,int8,5.13296,4.856679
H5,2.0,6.486,0.001,6486,prefix_009,prefix,74,0.95,int4,int4,4.770509,3.954174
H5,2.0,6.486,0.001,6486,rag_022,rag,142,0.490064,int8,int8,6.476317,6.320201
H5,2.0,6.486,0.001,6486,rag_020,rag,98,0.679612,int4,int8,4.930334,4.885055
H5,2.0,6.486,0.001,6486,rag_016,rag,148,0.438771,int8,int8,6.566823,6.544174
H5,2.0,6.486,0.001,6486,rag_045,rag,131,0.493594,int4,int8,5.9858,5.927206
H5,2.0,6.486,0.001,6486,rag_026,rag,146,0.429157,int8,int8,6.456222,6.468762
H5,2.0,6.486,0.001,6486,session_004,session,112,0.497442,int4,int8,5.028977,5.302113
H5,2.0,6.486,0.001,6486,rag_011,rag,79,0.692923,int4,int4,4.187506,4.16754
H5,2.0,6.486,0.001,6486,session_014,session,91,0.575879,int4,int8,4.318317,4.690379
H5,2.0,6.486,0.001,6486,rag_046,rag,107,0.457654,int4,int8,4.672541,5.148923
H5,2.0,6.486,0.001,6486,prefix_000,prefix,82,0.58405,int4,int4,3.977376,4.304606
H5,2.0,6.486,0.001,6486,session_019,session,215,0.221585,int8,int8,8.825207,9.506119
H5,2.0,6.486,0.001,6486,rag_025,rag,73,0.632115,int4,int4,3.780097,3.913762
H5,2.0,6.486,0.001,6486,rag_032,rag,64,0.720007,int4,int4,3.726275,3.583984
H5,2.0,6.486,0.001,6486,rag_040,rag,75,0.593958,int4,int4,3.739437,3.995339
H5,2.0,6.486,0.001,6486,rag_003,rag,90,0.487431,int4,int8,4.011183,4.663322
H5,2.0,6.486,0.001,6486,rag_010,rag,95,0.454946,int4,int8,4.125638,4.800492
H5,2.0,6.486,0.001,6486,prefix_007,prefix,48,0.863395,int4,int4,3.651203,3.148491
H5,2.0,6.486,0.001,6486,prefix_005,prefix,55,0.728291,int4,int4,3.457607,3.315271
H5,2.0,6.486,0.001,6486,rag_009,rag,103,0.382828,int4,int8,4.263735,5.029763
H5,2.0,6.486,0.001,6486,rag_051,rag,56,0.550384,int4,int4,2.955315,3.342113
H5,2.0,6.486,0.001,6486,longtail_086,longtail,74,0.367763,int4,int4,3.023796,3.954174
H5,2.0,6.486,0.001,6486,rag_007,rag,50,0.538277,int4,int4,2.734859,3.192373
H5,2.0,6.486,0.001,6486,rag_017,rag,61,0.345607,int4,int4,2.502569,3.487628
H5,2.0,6.486,0.001,6486,longtail_060,longtail,92,0.210863,int4,int8,3.265356,4.717624
H5,2.0,6.486,0.001,6486,rag_037,rag,34,0.526006,int4,int4,2.259119,2.925753
H5,2.0,6.486,0.001,6486,longtail_024,longtail,53,0.318248,int4,int4,2.165507,3.26385
H5,2.0,6.486,0.001,6486,rag_038,rag,41,0.409188,int4,int4,2.09137,3.018652
H5,2.0,6.486,0.001,6486,longtail_030,longtail,36,0.194314,int4,int4,1.314766,2.948526
H5,2.0,6.486,0.001,6486,longtail_071,longtail,34,0.201726,int4,int4,1.286278,2.925753
H5,2.0,6.486,0.001,6486,longtail_028,longtail,40,0.163265,int4,int4,1.326614,3.003119
H5,2.0,6.486,0.001,6486,longtail_042,longtail,24,0.236443,int4,int8,1.07514,2.454281
H5,2.0,6.486,0.001,6486,longtail_032,longtail,36,0.137895,int4,int4,1.145508,2.948526
H5,2.0,6.486,0.001,6486,longtail_008,longtail,48,0.06603,int4,int4,1.259108,3.148491
H5,2.0,12.972,0.002,6486,prefix_003,prefix,168,0.917029,int4,int8,7.359819,6.560729
H5,2.0,12.972,0.002,6486,session_025,session,211,0.693205,int4,int8,8.539416,8.076694
H5,2.0,12.972,0.002,6486,prefix_017,prefix,165,0.863716,int4,int8,7.08095,6.46416
H5,2.0,12.972,0.002,6486,session_029,session,253,0.546582,int4,int8,10.171766,9.795292
H5,2.0,12.972,0.002,6486,session_007,session,186,0.696013,int4,int8,7.438334,7.165333
H5,2.0,12.972,0.002,6486,session_013,session,194,0.641399,int4,int8,7.61947,7.447906
H5,2.0,12.972,0.002,6486,session_028,session,219,0.562378,int4,int8,8.521514,8.385921
H5,2.0,12.972,0.002,6486,session_030,session,195,0.602691,int4,int8,7.547135,7.483827
H5,2.0,12.972,0.002,6486,session_024,session,204,0.566105,int4,int8,7.83813,7.813116
H5,2.0,12.972,0.002,6486,prefix_004,prefix,145,0.792835,int4,int8,6.109473,5.851018
H5,2.0,12.972,0.002,6486,session_021,session,192,0.595457,int4,int8,7.394512,7.376463
H5,2.0,12.972,0.002,6486,prefix_018,prefix,122,0.891456,int4,int4,5.605867,5.13723
H5,2.0,12.972,0.002,6486,prefix_016,prefix,136,0.790113,int4,int8,5.779146,5.592496
H5,2.0,12.972,0.002,6486,session_023,session,202,0.526862,int4,int8,7.630309,7.739008
H5,2.0,12.972,0.002,6486,prefix_002,prefix,113,0.929799,int4,int4,5.429374,4.708491
H5,2.0,12.972,0.002,6486,prefix_010,prefix,129,0.806744,int4,int8,5.586758,5.398887
H5,2.0,12.972,0.002,6486,prefix_012,prefix,145,0.657071,int4,int8,5.702181,5.851018
H5,2.0,12.972,0.002,6486,session_022,session,122,0.75459,int4,int4,5.195267,5.13723
H5,2.0,12.972,0.002,6486,session_033,session,157,0.568267,int4,int8,5.883963,6.212506
H5,2.0,12.972,0.002,6486,rag_029,rag,133,0.651074,int4,int8,5.257305,5.508721
H5,2.0,12.972,0.002,6486,session_016,session,158,0.520657,int4,int8,5.779447,6.243497
H5,2.0,12.972,0.002,6486,rag_024,rag,133,0.595771,int4,int8,5.091396,5.508721
H5,2.0,12.972,0.002,6486,rag_006,rag,97,0.761774,int4,int4,4.436641,4.052906
H5,2.0,12.972,0.002,6486,prefix_009,prefix,74,0.95,int4,int4,4.365254,3.349591
H5,2.0,12.972,0.002,6486,rag_022,rag,142,0.490064,int4,int8,5.092441,5.763645
H5,2.0,12.972,0.002,6486,rag_020,rag,98,0.679612,int4,int4,4.219585,4.089882
H5,2.0,12.972,0.002,6486,rag_016,rag,148,0.438771,int4,int8,5.157331,5.939591
H5,2.0,12.972,0.002,6486,rag_045,rag,131,0.493594,int4,int8,4.715791,5.453537
H5,2.0,12.972,0.002,6486,rag_026,rag,146,0.429157,int4,int8,5.054973,5.880409
H5,2.0,12.972,0.002,6486,session_004,session,112,0.497442,int4,int4,4.100652,4.663519
H5,2.0,12.972,0.002,6486,rag_011,rag,79,0.692923,int4,int4,3.725637,3.478497
H5,2.0,12.972,0.002,6486,session_014,session,91,0.575879,int4,int4,3.705477,3.842245
H5,2.0,12.972,0.002,6486,rag_046,rag,107,0.457654,int4,int4,3.825252,4.446654
H5,2.0,12.972,0.002,6486,prefix_000,prefix,82,0.58405,int4,int4,3.479762,3.562237
H5,2.0,12.972,0.002,6486,session_019,session,215,0.221585,int4,int8,7.31066,8.230241
H5,2.0,12.972,0.002,6486,rag_025,rag,73,0.632115,int4,int4,3.385721,3.325409
H5,2.0,12.972,0.002,6486,rag_032,rag,64,0.720007,int4,int4,3.423149,3.131761
H5,2.0,12.972,0.002,6486,rag_040,rag,75,0.593958,int4,int4,3.323156,3.374306
H5,2.0,12.972,0.002,6486,rag_003,rag,90,0.487431,int4,int4,3.411738,3.809001
H5,2.0,12.972,0.002,6486,rag_010,rag,95,0.454946,int4,int4,3.457737,3.980553
H5,2.0,12.972,0.002,6486,prefix_007,prefix,48,0.863395,int4,int4,3.480694,2.894116
H5,2.0,12.972,0.002,6486,prefix_005,prefix,55,0.728291,int4,int4,3.23374,2.981293
H5,2.0,12.972,0.002,6486,rag_009,rag,103,0.382828,int4,int4,3.47861,4.282758
H5,2.0,12.972,0.002,6486,rag_051,rag,56,0.550384,int4,int4,2.723234,2.99588
H5,2.0,12.972,0.002,6486,longtail_086,longtail,74,0.367763,int4,int4,2.618542,3.349591
H5,2.0,12.972,0.002,6486,rag_007,rag,50,0.538277,int4,int4,2.549846,2.916358
H5,2.0,12.972,0.002,6486,rag_017,rag,61,0.345607,int4,int4,2.227195,3.076808
H5,2.0,12.972,0.002,6486,longtail_060,longtail,92,0.210863,int4,int4,2.638973,3.876022
H5,2.0,12.972,0.002,6486,rag_037,rag,34,0.526006,sparse_k,int4,2.146425,2.798124
H5,2.0,12.972,0.002,6486,longtail_024,longtail,53,0.318248,int4,int4,1.957626,2.95372
H5,2.0,12.972,0.002,6486,rag_038,rag,41,0.409188,sparse_k,int4,1.952819,2.833059
H5,2.0,12.972,0.002,6486,longtail_030,longtail,36,0.194314,sparse_k,int4,1.194777,2.80544
H5,2.0,12.972,0.002,6486,longtail_071,longtail,34,0.201726,sparse_k,int4,1.173585,2.798124
H5,2.0,12.972,0.002,6486,longtail_028,longtail,40,0.163265,sparse_k,int4,1.191813,2.826469
H5,2.0,12.972,0.002,6486,longtail_042,longtail,24,0.236443,int4,int8,1.032512,2.438382
H5,2.0,12.972,0.002,6486,longtail_032,longtail,36,0.137895,sparse_k,int4,1.025519,2.80544
H5,2.0,12.972,0.002,6486,longtail_008,longtail,48,0.06603,int4,int4,1.088599,2.894116
H5,2.0,25.944,0.004,6486,prefix_003,prefix,168,0.917029,int4,int4,6.315453,5.799506
H5,2.0,25.944,0.004,6486,session_025,session,211,0.693205,int4,int8,6.892015,7.207769
H5,2.0,25.944,0.004,6486,prefix_017,prefix,165,0.863716,int4,int4,6.07355,5.65622
H5,2.0,25.944,0.004,6486,session_029,session,253,0.546582,int4,int8,7.803256,8.546017
H5,2.0,25.944,0.004,6486,session_007,session,186,0.696013,int4,int8,6.158186,6.490117
H5,2.0,25.944,0.004,6486,session_013,session,194,0.641399,int4,int8,6.226833,6.713357
H5,2.0,25.944,0.004,6486,session_028,session,219,0.562378,int4,int8,6.746823,7.449857
H5,2.0,25.944,0.004,6486,session_030,session,195,0.602691,int4,int8,6.140105,6.741686
H5,2.0,25.944,0.004,6486,session_024,session,204,0.566105,int4,int8,6.298222,7.000889
H5,2.0,25.944,0.004,6486,prefix_004,prefix,145,0.792835,int4,int4,5.331489,4.787678
H5,2.0,25.944,0.004,6486,session_021,session,192,0.595457,int4,int8,6.030442,6.656982
H5,2.0,25.944,0.004,6486,prefix_018,prefix,122,0.891456,int4,int4,5.055118,3.975256
H5,2.0,25.944,0.004,6486,prefix_016,prefix,136,0.790113,int4,int4,5.094743,4.446026
H5,2.0,25.944,0.004,6486,session_023,session,202,0.526862,int4,int8,6.120447,6.942629
H5,2.0,25.944,0.004,6486,prefix_002,prefix,113,0.929799,int4,int4,4.956886,3.711632
H5,2.0,25.944,0.004,6486,prefix_010,prefix,129,0.806744,int4,int4,4.970995,4.201405
H5,2.0,25.944,0.004,6486,prefix_012,prefix,145,0.657071,int4,int4,4.924198,4.787678
H5,2.0,25.944,0.004,6486,session_022,session,122,0.75459,int4,int4,4.644518,3.975256
H5,2.0,25.944,0.004,6486,session_033,session,157,0.568267,int4,int4,4.971882,5.29071
H5,2.0,25.944,0.004,6486,rag_029,rag,133,0.651074,int4,int4,4.602763,4.338927
H5,2.0,25.944,0.004,6486,session_016,session,158,0.520657,int4,int4,4.85571,5.335079
H5,2.0,25.944,0.004,6486,rag_024,rag,133,0.595771,int4,int4,4.436854,4.338927
H5,2.0,25.944,0.004,6486,rag_006,rag,97,0.761774,int4,int4,4.088482,3.318357
H5,2.0,25.944,0.004,6486,prefix_009,prefix,74,0.95,sparse_k,int4,4.117926,2.922087
H5,2.0,25.944,0.004,6486,rag_022,rag,142,0.490064,int4,int4,4.346317,4.670401
H5,2.0,25.944,0.004,6486,rag_020,rag,98,0.679612,int4,int4,3.86421,3.34011
H5,2.0,25.944,0.004,6486,rag_016,rag,148,0.438771,int4,int4,4.346823,4.908347
H5,2.0,25.944,0.004,6486,rag_045,rag,131,0.493594,int4,int4,4.080786,4.269412
H5,2.0,25.944,0.004,6486,rag_026,rag,146,0.429157,int4,int4,4.266222,4.827524
H5,2.0,25.944,0.004,6486,session_004,session,112,0.497442,int4,int4,3.636489,3.684225
H5,2.0,25.944,0.004,6486,rag_011,rag,79,0.692923,sparse_k,int4,3.45977,2.99127
H5,2.0,25.944,0.004,6486,session_014,session,91,0.575879,sparse_k,int4,3.394175,3.195758
H5,2.0,25.944,0.004,6486,rag_046,rag,107,0.457654,int4,int4,3.401607,3.552845
H5,2.0,25.944,0.004,6486,prefix_000,prefix,82,0.58405,sparse_k,int4,3.202662,3.037303
H5,2.0,25.944,0.004,6486,session_019,session,215,0.221585,int4,int8,5.600207,7.328059
H5,2.0,25.944,0.004,6486,rag_025,rag,73,0.632115,sparse_k,int4,3.142073,2.909381
H5,2.0,25.944,0.004,6486,rag_032,rag,64,0.720007,sparse_k,int4,3.212203,2.811992
H5,2.0,25.944,0.004,6486,rag_040,rag,75,0.593958,sparse_k,int4,3.072138,2.935169
H5,2.0,25.944,0.004,6486,rag_003,rag,90,0.487431,sparse_k,int4,3.104273,3.176644
H5,2.0,25.944,0.004,6486,rag_010,rag,95,0.454946,int4,int4,3.123787,3.275983
H5,2.0,25.944,0.004,6486,prefix_007,prefix,48,0.863395,sparse_k,int4,3.326038,2.714245
H5,2.0,25.944,0.004,6486,prefix_005,prefix,55,0.728291,sparse_k,int4,3.054748,2.745136
H5,2.0,25.944,0.004,6486,rag_009,rag,103,0.382828,int4,int4,3.086048,3.454527
H5,2.0,25.944,0.004,6486,rag_051,rag,56,0.550384,sparse_k,int4,2.540729,2.751056
H5,2.0,25.944,0.004,6486,longtail_086,longtail,74,0.367763,sparse_k,int4,2.371214,2.922087
H5,2.0,25.944,0.004,6486,rag_007,rag,50,0.538277,sparse_k,int4,2.388282,2.721186
H5,2.0,25.944,0.004,6486,rag_017,rag,61,0.345607,sparse_k,int4,2.026984,2.786314
H5,2.0,25.944,0.004,6486,longtail_060,longtail,92,0.210863,sparse_k,int4,2.323824,3.215249
H5,2.0,25.944,0.004,6486,rag_037,rag,34,0.526006,sparse_k,int4,2.066222,2.707877
H5,2.0,25.944,0.004,6486,longtail_024,longtail,53,0.318248,sparse_k,int4,1.785633,2.734425
H5,2.0,25.944,0.004,6486,rag_038,rag,41,0.409188,sparse_k,int4,1.836191,2.701826
H5,2.0,25.944,0.004,6486,longtail_030,longtail,36,0.194314,sparse_k,int4,1.10486,2.704263
H5,2.0,25.944,0.004,6486,longtail_071,longtail,34,0.201726,sparse_k,int4,1.093381,2.707877
H5,2.0,25.944,0.004,6486,longtail_028,longtail,40,0.163265,sparse_k,int4,1.080804,2.701559
H5,2.0,25.944,0.004,6486,longtail_042,longtail,24,0.236443,sparse_k,int4,1.00892,2.412561
H5,2.0,25.944,0.004,6486,longtail_032,longtail,36,0.137895,sparse_k,int4,0.935602,2.704263
H5,2.0,25.944,0.004,6486,longtail_008,longtail,48,0.06603,sparse_k,int4,0.933942,2.714245
H5,2.0,51.888,0.008,6486,prefix_003,prefix,168,0.917029,sparse_k,int4,5.74618,4.241459
H5,2.0,51.888,0.008,6486,session_025,session,211,0.693205,int4,int4,6.068315,5.768387
H5,2.0,51.888,0.008,6486,prefix_017,prefix,165,0.863716,sparse_k,int4,5.515587,4.153321
H5,2.0,51.888,0.008,6486,session_029,session,253,0.546582,int4,int8,6.619,7.662646
H5,2.0,51.888,0.008,6486,session_007,session,186,0.696013,int4,int4,5.518112,4.820666
H5,2.0,51.888,0.008,6486,session_013,session,194,0.641399,int4,int4,5.530515,5.105812
H5,2.0,51.888,0.008,6486,session_028,session,219,0.562378,int4,int4,5.859478,6.106841
H5,2.0,51.888,0.008,6486,session_030,session,195,0.602691,int4,int4,5.436589,5.142654
