policy,rrs_mode,m_budget_mb,bw_gbps,epsilon,epsilon_abs,epsilon_norm,token_ref,requests,ttft_p50_ms,ttft_p95_ms,ttft_mean_ms,hit_rate,resident_hit_rate,offload_hit_rate,recompute_ratio,restore_ratio,qloss_current,qloss_peak,qloss_current_abs,qloss_peak_abs,qloss_current_norm,qloss_peak_norm,memory_peak_mb,migrations,evictions,offloads,drops,epsilon_ok,experiment,qloss_total_abs,qloss_total_norm,device_profile,trace_source,objects,total_requests,elapsed_s
tiered,rrs,520.0,2.0,2.105,2.105,0.0002,10525,210,5.16,21.453,7.903429,0.604762,0.447619,0.157143,0.442857,0.109524,2.066,2.105,2.066,2.105,0.000196,0.0002,519.882,19,92,75,17,True,H0,2.105,0.0002,edge_smoke,synthetic,100,240,0.058436
