policy,rrs_mode,m_budget_mb,bw_gbps,epsilon,epsilon_abs,epsilon_norm,token_ref,requests,ttft_p50_ms,ttft_p95_ms,ttft_mean_ms,hit_rate,resident_hit_rate,offload_hit_rate,recompute_ratio,restore_ratio,qloss_current,qloss_peak,qloss_current_abs,qloss_peak_abs,qloss_current_norm,qloss_peak_norm,memory_peak_mb,migrations,evictions,offloads,drops,epsilon_ok,experiment,qloss_total_abs,qloss_total_norm,device_profile,trace_source,objects,total_requests,elapsed_s
tiered,rrs,1200.0,12.0,23.2346,23.2346,0.0002,116173,770,5.68,135.93,22.904896,0.877922,0.319481,0.558442,0.122078,0.558442,23.194,23.194,23.194,23.194,0.0002,0.0002,1199.82,19,528,528,0,True,H0,23.194,0.0002,server_sharegpt,/DATACENTER3/zhenxiang.wang/data/ShareGPT_V3_unfiltered_cleaned_split_no_imsorry.json,120,800,0.443294
